SMILES,PCE (%)
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC(=CC3)C4=CC5=C(OCCCCCCCC)C6=CC=CC=7C(=CC8=C(OCCCCCCCC)C9=CC=CC4=C9C5=C8C67)C=%10C=CC(=CC%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C,17.5
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC(=CC4)N(C=5C=CC(=CC5)C6=CC=C(C=C6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=9C=CC(=CC9)C%10=CC=C(C=C%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C,12.3
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC(=CC4)C=5C=CC(=CC5)C=6C=CC(=CC6)N(C7=CC=C(OC)C=C7)C8CCC(OC)CC8)C,12.1
COC1=C(C=C(C=C1C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)\C=C\C1=CC=C(C=C1)OC)C1=CC=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC,17.16
COC(C=C1)=CC=C1N(C2=CC=C(C=C2)OC)C(C=C3)=CC4=C3C(C=CC(N(C5=CC=C(C=C5)OC)C6=CC=C(C=C6)OC)=C7)=C7C84C9=C(C=CC(N(C%10=CC=C(C=C%10)OC)C%11=CC=C(C=C%11)OC)=C9)C%12=C8C=C(N(C%13=CC=C(C=C%13)OC)C%14=CC=C(C=C%14)OC)C=C%12,20.95
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C4C(=C3)C=5C=C(C=CC5N4C6=CC=C(OC)C=C6)N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C,7.6
C=1C=CC2=C(C1)C=3C=CC=CC3N2C4=CC=C(C=C4)N(C=5C=CC=6C=7C=CC(=CC7C(C6C5)(CCCCCCCC)CCCCCCCC)C8=CC=C9C=%10C=CC=CC%10C%11(C=%12C=CC=CC%12C=%13C=CC=CC%13%11)C9=C8)C=%14C=CC=%15C=%16C=CC(=CC%16C(C%15C%14)(CCCCCCCC)CCCCCCCC)C%17=CC=C%18C=%19C=CC=CC%19C%20(C=%21C=CC=CC%21C=%22C=CC=CC%22%20)C%18=C%17,16.85
O1C2=CC(OCC=3C=CC=CC3)=CC=C2C4(C5=CC=C(OCC=6C=CC=CC6)C=C15)C=7C=C(C=CC7C8=CC=C(C=C84)N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12,15.5
N=1C=C(C=CC1C=2N=CC(=CC2)N3C4=CC=C(C=C4C=5C=C(C=CC53)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)N%10C%11=CC=C(C=C%11C=%12C=C(C=CC%12%10)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16,17.71
O1C=2C(OCC1)=C(SC2C3=CC=C4C(=C3)C=5C=CC=CC5N4CC)C=6C=CC7=C(C6)C=8C=CC=CC8N7CC,12.0
N=1N=C(OC1C=2C=CC(=CC2)N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)C=5C=CC(=CC5)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7,5.8
CCn7c1ccccc1c6cc(N(/C=C(c2ccc(OC)cc2)/c3ccc(OC)cc3)\C=C(c4ccc(OC)cc4)\c5ccc(OC)cc5)ccc67,17.8
COc%15ccc(N(c1ccc(OC)cc1)c%14ccc(c9cc%10CCc5cc(c4ccc(N(c2ccc(OC)cc2)c3ccc(OC)cc3)cc4)c(cc5c8ccc(N(c6ccc(OC)cc6)c7ccc(OC)cc7)cc8)CCc9cc%10c%13ccc(N(c%11ccc(OC)cc%11)c%12ccc(OC)cc%12)cc%13)cc%14)cc%15,18.0
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC5=C(C4)C=6C=CC=CC6N5C7=CC=C(OC)C=C7)C,17.54
O=C1C(SC(=S)N1CCCCCCCC)=CC=2SC(C=3SC(=CC3)C=4SC(=CC4CCCCCCCC)C=5SC=6C(C5)=C(C=7SC(=CC7)CC(CC)CCCC)C=8SC(=CC8C6C=9SC(=CC9)CC(CC)CCCC)C=%10SC(C=%11SC(=CC%11)C=%12SC(C=C%13SC(=S)N(C%13=O)CCCCCCCC)=CC%12CCCCCCCC)=C(C%10)CCCCCCCC)=C(C2)CCCCCCCC,14.9
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4C=CC=5C=6C=CC(=CC6C(C5C4)(CCCCCCCC)CCCCCCCC)N(C7=CC=C(C=C7)N8C=9C=CC=CC9C=%10C=CC=CC%108)C=%11C=CC=%12C=%13C=CC(=CC%13C(C%12C%11)(CCCCCCCC)CCCCCCCC)C%14=CC=C(C=C%14)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)C,15.71
O=C1C2=CC(=CC=C2N(C=3C=C4C(=O)C5=CC(=CC=C5N(C4=CC13)CCCCCCCC)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)CCCCCCCC)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9,12.1
C(CCCCC)OC1=C2C(SC(=C2)C=2C=CC=3N(C4=CC=CC=C4OC3C2)CCCCCC)=C(C2=C1SC(=C2)C=2C=CC=1N(C3=CC=CC=C3OC1C2)CCCCCC)OCCCCCC,18.94
O1C=2C(OCC1)=C(SC2C3=CC=C4C(=C3)C=5C=CC=CC5N4CC)C=6C=CC7=C(C6)C=8C=CC=CC8N7CC,12.0
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC=4C5=CC=C(C=C5CC4C3)N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C,13.67
O=C1C(SC(=S)N1CC)=CC2=CC=C3C(OC4=CC(=CC=C4N3CC(CC)CCCC)C=5SC=6C(OCC(CC)CCCC)=C7C=C(SC7=C(OCC(CC)CCCC)C6C5)C=8C=CC9=C(OC%10=CC(=CC=C%10N9CC(CC)CCCC)C=C%11SC(=S)N(C%11=O)CC)C8)=C2,13.2
O1C=2C=CC=CC2N3C4=CC(OCCCCCCCC)=C(C=C4OC=5C=CC=C1C53)C6=CC7=CC=CC7=CC(=C6)C=8C=C9OC=%10C=CC=C%11OC=%12C=CC=CC%12N(C9=CC8OCCCCCCCC)C%11%10,8.5
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)C=4SC(=C5OCC6(COC54)COC=7C(OC6)=C(SC7C8=CC=C(C=C8)N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C=%11C=CC(=CC%11)N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)C=%14C=CC(=CC%14)N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)C,13.4
O(C1=CC=C(C=C1)N(C2=CC=C(OC)C=C2)C=3C=CC(=CC3)C=4SC(=CC4)C=5C(=C(C=6SC(=CC6)C=7C=CC(=CC7)N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C(=C(C=%10C(=C(C=%11SC(=CC%11)C=%12C=CC(=CC%12)N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C(=C(C=%15SC(=CC%15)C=%16C=CC(=CC%16)N(C%17=CC=C(OC)C=C%17)C%18=CC=C(OC)C=C%18)C%10C)C)C)C5C)C)C)C,2.3
COC1=CC=C(C=C1)N(C=1C=CC=2C3=CC=C(C=C3C3=CC=CC1C23)N(C2=CC=C(C=C2)OC)C2=CC=C(C=C2)OC)C2=CC=C(C=C2)OC,11.96
O(CC)CCOCCC=1SC(=CC1)C=2SC(=CC2)C=3SC(C=4SC(=CC4)C=5SC(=CC5)CCOCCOCC)=C(C3)C=6C=C(SC6C=7SC(=CC7)C=8SC(=CC8)CCOCCOCC)C=9SC(=CC9)C=%10SC(=CC%10)CCOCCOCC,9.73
